pair_id,token_address,chain,dex_name,pair_address,base_token,quote_token,pair_created_at,pair_age_minutes,pair_age_hours,liquidity_usd,fdv,market_cap,fdv_liquidity_ratio,marketcap_liquidity_ratio,price_usd,volume_5m,volume_1h,volume_6h,volume_24h,volume_liquidity_ratio,txns_5m_buys,txns_5m_sells,txns_15m_buys,txns_15m_sells,txns_1h_buys,txns_1h_sells,txns_24h_buys,txns_24h_sells,total_txns_1h,total_txns_24h,buy_ratio,unique_buyers_15m,unique_buyers_1h,unique_buyers_24h,price_change_5m,price_change_1h,price_change_6h,price_change_24h,estimated_slippage_100_usd,raw_json,scan_time
base:0xecab64627a68ecbdb95da1fecde706c34ee4bec33843326f9f9689dde87d392d,0x5F09821CBb61e09D2a83124Ae0B56aaa3ae85B07,base,uniswap,0xecab64627a68ecbdb95da1fecde706c34ee4bec33843326f9f9689dde87d392d,DOTA,WETH,2026-03-30T13:58:23+00:00,59377.001197499994,989.6166866249999,140427.13,160779.0,160779.0,1.1449283340049747,1.1449283340049747,1.607e-06,0.0,385.42,1752.17,27142.08,0.19328230947965683,0,0,0,0,2,6,162,300,8,462,0.25,0,2,162,,-1.08,0.68,-11.83,,"{""baseToken"":{""address"":""0x5F09821CBb61e09D2a83124Ae0B56aaa3ae85B07"",""name"":""Defense of the Agents"",""symbol"":""DOTA""},""chainId"":""base"",""dexId"":""uniswap"",""fdv"":160779,""info"":{""header"":""https://cdn.dexscreener.com/cms/images/T4nGlZ8vPTsue3Ik?width=1500&height=500&quality=95&format=auto"",""imageUrl"":""https://cdn.dexscreener.com/cms/images/heoEq7DCVIqrr7p8?width=800&height=800&quality=95&format=auto"",""openGraph"":""https://cdn.dexscreener.com/token-images/og/base/0x5f09821cbb61e09d2a83124ae0b56aaa3ae85b07?timestamp=1778441700000"",""socials"":[{""type"":""twitter"",""url"":""https://x.com/DotA_Agents""},{""type"":""discord"",""url"":""https://discord.gg/qBXKwzQhsj""},{""type"":""farcaster"",""url"":""https://farcaster.xyz/dota-agents""}],""websites"":[{""label"":""Website"",""url"":""https://www.defenseoftheagents.com/""},{""label"":""Docs"",""url"":""https://www.defenseoftheagents.com/docs""}]},""labels"":[""v4""],""liquidity"":{""base"":46658447558,""quote"":27.6569,""usd"":140427.13},""marketCap"":160779,""pairAddress"":""0xecab64627a68ecbdb95da1fecde706c34ee4bec33843326f9f9689dde87d392d"",""pairCreatedAt"":1774879103000,""priceChange"":{""h1"":-1.08,""h24"":-11.83,""h6"":0.68},""priceNative"":""0.0000000006798"",""priceUsd"":""0.000001607"",""quoteToken"":{""address"":""0x4200000000000000000000000000000000000006"",""name"":""Wrapped Ether"",""symbol"":""WETH""},""txns"":{""h1"":{""buys"":2,""sells"":6},""h24"":{""buys"":162,""sells"":300},""h6"":{""buys"":41,""sells"":51},""m5"":{""buys"":0,""sells"":0}},""url"":""https://dexscreener.com/base/0xecab64627a68ecbdb95da1fecde706c34ee4bec33843326f9f9689dde87d392d"",""volume"":{""h1"":385.42,""h24"":27142.08,""h6"":1752.17,""m5"":0}}",2026-05-10T19:35:23+00:00
base:0xCf69b8DEE96ed7f1fFEc1949bedf64DD0364ddeD,0x1c93d155bD388241F9AB5Df500D69eb529cE9583,base,uniswap,0xCf69b8DEE96ed7f1fFEc1949bedf64DD0364ddeD,FLNCHY,WETH,2025-01-31T15:16:23+00:00,668419.0011975,11140.316686625001,2606.82,292845.0,292845.0,112.33802103712569,112.33802103712569,2.933e-06,0.0,0.0,1.4,70.16,0.026914017845497577,0,0,0,0,0,0,6,1,0,7,,0,0,6,,,1.12,3.94,,"{""baseToken"":{""address"":""0x1c93d155bD388241F9AB5Df500D69eb529cE9583"",""name"":""Flaunchy"",""symbol"":""FLNCHY""},""chainId"":""base"",""dexId"":""uniswap"",""fdv"":292845,""info"":{""header"":""https://cdn.dexscreener.com/cms/images/8e0826fa2b45095398c87e6269617c95f1d727effd497b5224c08b753145f970?width=1500&height=500&quality=95&format=auto"",""imageUrl"":""https://cdn.dexscreener.com/cms/images/8d1de302515809a90c7082bcc39a485b84bc5cd456c3b53dfacd679209ad6c34?width=800&height=800&quality=95&format=auto"",""openGraph"":""https://cdn.dexscreener.com/token-images/og/base/0x1c93d155bd388241f9ab5df500d69eb529ce9583?timestamp=1778441700000"",""socials"":[{""type"":""twitter"",""url"":""https://twitter.com/flaunchgg""},{""type"":""telegram"",""url"":""https://t.me/flaunchgg""},{""type"":""discord"",""url"":""https://discord.gg/flaunch""}],""websites"":[{""label"":""Website"",""url"":""https://flaunch.gg""},{""label"":""Docs"",""url"":""https://docs.flaunch.gg""}]},""labels"":[""v2""],""liquidity"":{""base"":444391809,""quote"":0.5544,""usd"":2606.82},""marketCap"":292845,""pairAddress"":""0xCf69b8DEE96ed7f1fFEc1949bedf64DD0364ddeD"",""pairCreatedAt"":1738336583000,""priceChange"":{""h24"":3.94,""h6"":1.12},""priceNative"":""0.000000001247"",""priceUsd"":""0.000002933"",""quoteToken"":{""address"":""0x4200000000000000000000000000000000000006"",""name"":""Wrapped Ether"",""symbol"":""WETH""},""txns"":{""h1"":{""buys"":0,""sells"":0},""h24"":{""buys"":6,""sells"":1},""h6"":{""buys"":1,""sells"":0},""m5"":{""buys"":0,""sells"":0}},""url"":""https://dexscreener.com/base/0xcf69b8dee96ed7f1ffec1949bedf64dd0364dded"",""volume"":{""h1"":0,""h24"":70.16,""h6"":1.4,""m5"":0}}",2026-05-10T19:35:23+00:00
base:0xb189a54d4f1696e933d7e73716638c90f215123022495421105ed03c9144c849,0x86d1756f8D92a507443B9Eb26a0ECe7434b77b5e,base,uniswap,0xb189a54d4f1696e933d7e73716638c90f215123022495421105ed03c9144c849,HOOKY,ETH,2026-05-10T19:59:19+00:00,68.6996107,1.1449935116666665,53872.39,55380.0,55380.0,1.0279848360171138,1.0279848360171138,0.05538,359.61,19940.56,146762.79,146762.79,2.724267291649767,0,2,0,2,60,46,242,180,106,422,0.5660377358490566,0,60,242,-1.36,-16.73,16.28,16.28,,"{""baseToken"":{""address"":""0x86d1756f8D92a507443B9Eb26a0ECe7434b77b5e"",""name"":""HOOKY"",""symbol"":""HOOKY""},""chainId"":""base"",""dexId"":""uniswap"",""fdv"":55380,""info"":{""header"":""https://cdn.dexscreener.com/cms/images/700pVbXfUW4NAuCw?width=1500&height=500&quality=95&format=auto"",""imageUrl"":""https://cdn.dexscreener.com/cms/images/2kn03aSQIsxP174s?width=800&height=800&quality=95&format=auto"",""openGraph"":""https://cdn.dexscreener.com/token-images/og/base/0x86d1756f8d92a507443b9eb26a0ece7434b77b5e?timestamp=1778447400000"",""socials"":[{""type"":""twitter"",""url"":""https://x.com/hookylend""},{""type"":""telegram"",""url"":""https://t.me/hookylend""}],""websites"":[{""label"":""Website"",""url"":""https://www.hookylend.xyz/""},{""label"":""Docs"",""url"":""https://www.hookylend.xyz/yellow-paper.html""}]},""labels"":[""v4""],""liquidity"":{""base"":897262,""quote"":1.7948,""usd"":53872.39},""marketCap"":55380,""pairAddress"":""0xb189a54d4f1696e933d7e73716638c90f215123022495421105ed03c9144c849"",""pairCreatedAt"":1778443159000,""priceChange"":{""h1"":-16.73,""h24"":16.28,""h6"":16.28,""m5"":-1.36},""priceNative"":""0.00002377"",""priceUsd"":""0.05538"",""quoteToken"":{""address"":""0x0000000000000000000000000000000000000000"",""name"":""Ether"",""symbol"":""ETH""},""txns"":{""h1"":{""buys"":60,""sells"":46},""h24"":{""buys"":242,""sells"":180},""h6"":{""buys"":242,""sells"":180},""m5"":{""buys"":0,""sells"":2}},""url"":""https://dexscreener.com/base/0xb189a54d4f1696e933d7e73716638c90f215123022495421105ed03c9144c849"",""volume"":{""h1"":19940.56,""h24"":146762.79,""h6"":146762.79,""m5"":359.61}}",2026-05-10T21:08:00+00:00
base:0x788e3D58Bb840747680704794b5A348504cDf59e,0x3348b2b47e388bB4A03Cb890e1F3f308b90828EF,base,uniswap,0x788e3D58Bb840747680704794b5A348504cDf59e,TROLL,WETH,2025-08-03T23:44:11+00:00,403102.10090826673,6718.368348471112,13603.21,29024.0,29024.0,2.1336140513893413,2.1336140513893413,2.902e-05,0.0,8049.94,16116.22,18900.8,1.3894367579416917,0,0,0,0,22,33,76,68,55,144,0.4,0,22,76,,-37.73,125.0,137.0,,"{""baseToken"":{""address"":""0x3348b2b47e388bB4A03Cb890e1F3f308b90828EF"",""name"":""Based Troll"",""symbol"":""TROLL""},""chainId"":""base"",""dexId"":""uniswap"",""fdv"":29024,""info"":{""header"":""https://cdn.dexscreener.com/cms/images/gV1eJV3_maAe2lx6?width=1500&height=500&quality=95&format=auto"",""imageUrl"":""https://cdn.dexscreener.com/cms/images/5SM_ztm7PWW_dyXm?width=800&height=800&quality=95&format=auto"",""openGraph"":""https://cdn.dexscreener.com/token-images/og/base/0x3348b2b47e388bb4a03cb890e1f3f308b90828ef?timestamp=1778450700000"",""socials"":[{""type"":""twitter"",""url"":""https://x.com/basedtroll__""},{""type"":""telegram"",""url"":""https://t.me/Troll_OnBase""}],""websites"":[{""label"":""Website"",""url"":""http://basedtroll.site/""}]},""labels"":[""v3""],""liquidity"":{""base"":270977941,""quote"":2.4604,""usd"":13603.21},""marketCap"":29024,""pairAddress"":""0x788e3D58Bb840747680704794b5A348504cDf59e"",""pairCreatedAt"":1754264651000,""priceChange"":{""h1"":-37.73,""h24"":137,""h6"":125},""priceNative"":""0.00000001244"",""priceUsd"":""0.00002902"",""quoteToken"":{""address"":""0x4200000000000000000000000000000000000006"",""name"":""Wrapped Ether"",""symbol"":""WETH""},""txns"":{""h1"":{""buys"":22,""sells"":33},""h24"":{""buys"":76,""sells"":68},""h6"":{""buys"":64,""sells"":55},""m5"":{""buys"":0,""sells"":0}},""url"":""https://dexscreener.com/base/0x788e3d58bb840747680704794b5a348504cdf59e"",""volume"":{""h1"":8049.94,""h24"":18900.8,""h6"":16116.22,""m5"":0}}",2026-05-10T22:06:17+00:00
base:0x189de6f66a1915412e32779fdf6c091311e95821be58833375e97e3f69a6bdb9,0x021e7b57fDc6475743d389df6736a5a130486dAe,base,uniswap,0x189de6f66a1915412e32779fdf6c091311e95821be58833375e97e3f69a6bdb9,WOON,WETH,2026-05-10T22:04:23+00:00,66.59708515,1.1099514191666666,90112.67,136223.0,136223.0,1.5116964129461485,1.5116964129461485,1.362e-06,32943.78,321160.7,347353.29,347353.29,3.8546553997345767,42,37,42,37,599,376,706,457,975,1163,0.6143589743589744,42,599,706,12.69,157.0,482.0,482.0,,"{""baseToken"":{""address"":""0x021e7b57fDc6475743d389df6736a5a130486dAe"",""name"":""Woon Agent"",""symbol"":""WOON""},""chainId"":""base"",""dexId"":""uniswap"",""fdv"":136223,""info"":{""header"":""https://cdn.dexscreener.com/cms/images/akp7Cb1P40QrGnpr?width=1500&height=500&quality=95&format=auto"",""imageUrl"":""https://cdn.dexscreener.com/cms/images/DN2B6Rt01VChy-gM?width=800&height=800&quality=95&format=auto"",""openGraph"":""https://cdn.dexscreener.com/token-images/og/base/0x021e7b57fdc6475743d389df6736a5a130486dae?timestamp=1778454600000"",""socials"":[{""type"":""twitter"",""url"":""https://x.com/Woonagent""}],""websites"":[]},""labels"":[""v4""],""liquidity"":{""base"":42345871242,""quote"":13.6299,""usd"":90112.67},""marketCap"":136223,""pairAddress"":""0x189de6f66a1915412e32779fdf6c091311e95821be58833375e97e3f69a6bdb9"",""pairCreatedAt"":1778450663000,""priceChange"":{""h1"":157,""h24"":482,""h6"":482,""m5"":12.69},""priceNative"":""0.0000000005725"",""priceUsd"":""0.000001362"",""quoteToken"":{""address"":""0x4200000000000000000000000000000000000006"",""name"":""Wrapped Ether"",""symbol"":""WETH""},""txns"":{""h1"":{""buys"":599,""sells"":376},""h24"":{""buys"":706,""sells"":457},""h6"":{""buys"":706,""sells"":457},""m5"":{""buys"":42,""sells"":37}},""url"":""https://dexscreener.com/base/0x189de6f66a1915412e32779fdf6c091311e95821be58833375e97e3f69a6bdb9"",""volume"":{""h1"":321160.7,""h24"":347353.29,""h6"":347353.29,""m5"":32943.78}}",2026-05-10T23:10:58+00:00
base:0x87e3456cdd8874c999569f6382b1901a5e468cc78c2609e6b4397fb92886e374,0x47647E481cB71D6b4475D6dd0065b34ce8Ca8844,base,uniswap,0x87e3456cdd8874c999569f6382b1901a5e468cc78c2609e6b4397fb92886e374,jo,WETH,2026-05-10T22:21:35+00:00,108.53036098333334,1.8088393497222224,136530.89,318234.0,318234.0,2.330857141559686,2.330857141559686,3.182e-06,31725.89,505477.52,946130.57,946130.57,6.92979127287605,40,30,40,30,609,438,1358,858,1047,2216,0.5816618911174785,40,609,1358,24.8,67.52,1575.0,1575.0,,"{""baseToken"":{""address"":""0x47647E481cB71D6b4475D6dd0065b34ce8Ca8844"",""name"":""askjo"",""symbol"":""jo""},""chainId"":""base"",""dexId"":""uniswap"",""fdv"":318234,""info"":{""header"":""https://cdn.dexscreener.com/cms/images/hsc8rB_PRANBJr9H?width=1500&height=500&quality=95&format=auto"",""imageUrl"":""https://cdn.dexscreener.com/cms/images/DL551hjtq5GHR4eL?width=800&height=800&quality=95&format=auto"",""openGraph"":""https://cdn.dexscreener.com/token-images/og/base/0x47647e481cb71d6b4475d6dd0065b34ce8ca8844?timestamp=1778458200000"",""socials"":[{""type"":""twitter"",""url"":""https://x.com/usejoai""}],""websites"":[{""label"":""Website"",""url"":""https://askjo.ai""}]},""labels"":[""v4""],""liquidity"":{""base"":24451539308,""quote"":24.7793,""usd"":136530.89},""marketCap"":318234,""pairAddress"":""0x87e3456cdd8874c999569f6382b1901a5e468cc78c2609e6b4397fb92886e374"",""pairCreatedAt"":1778451695000,""priceChange"":{""h1"":67.52,""h24"":1575,""h6"":1575,""m5"":24.8},""priceNative"":""0.000000001342"",""priceUsd"":""0.000003182"",""quoteToken"":{""address"":""0x4200000000000000000000000000000000000006"",""name"":""Wrapped Ether"",""symbol"":""WETH""},""txns"":{""h1"":{""buys"":609,""sells"":438},""h24"":{""buys"":1358,""sells"":858},""h6"":{""buys"":1358,""sells"":858},""m5"":{""buys"":40,""sells"":30}},""url"":""https://dexscreener.com/base/0x87e3456cdd8874c999569f6382b1901a5e468cc78c2609e6b4397fb92886e374"",""volume"":{""h1"":505477.52,""h24"":946130.57,""h6"":946130.57,""m5"":31725.89}}",2026-05-11T00:10:06+00:00
base:0x180f0043df8efa3d4f539b14be2a12b2aa798054e841c44c8a93a4574855f00a,0x2D038DF0279816Ef12011F20FC06F46011aabe1b,base,uniswap,0x180f0043df8efa3d4f539b14be2a12b2aa798054e841c44c8a93a4574855f00a,MOON,ETH,2025-07-30T22:31:27+00:00,409058.66369431664,6817.644394905277,186349.67,232937.0,232937.0,1.2499995304526161,1.2499995304526161,0.0002329,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,,0,0,0,,,,,,"{""baseToken"":{""address"":""0x2D038DF0279816Ef12011F20FC06F46011aabe1b"",""name"":""FLY to THEMOON"",""symbol"":""MOON""},""chainId"":""base"",""dexId"":""uniswap"",""fdv"":232937,""labels"":[""v4""],""liquidity"":{""base"":799999604,""quote"":0.0002131,""usd"":186349.67},""marketCap"":232937,""pairAddress"":""0x180f0043df8efa3d4f539b14be2a12b2aa798054e841c44c8a93a4574855f00a"",""pairCreatedAt"":1753914687000,""priceChange"":{},""priceNative"":""0.0000001002"",""priceUsd"":""0.0002329"",""quoteToken"":{""address"":""0x0000000000000000000000000000000000000000"",""name"":""Ether"",""symbol"":""ETH""},""txns"":{""h1"":{""buys"":0,""sells"":0},""h24"":{""buys"":0,""sells"":1},""h6"":{""buys"":0,""sells"":0},""m5"":{""buys"":0,""sells"":0}},""url"":""https://dexscreener.com/base/0x180f0043df8efa3d4f539b14be2a12b2aa798054e841c44c8a93a4574855f00a"",""volume"":{""h1"":0,""h24"":0,""h6"":0,""m5"":0}}",2026-05-11T00:10:06+00:00
base:0x45724d20f2711c24065fe4fbc451438cbe680a17bb1703e9afd6b6fdea029947,0x2d296830975789E8C0Bf5bfCc9982D331A07DB07,base,uniswap,0x45724d20f2711c24065fe4fbc451438cbe680a17bb1703e9afd6b6fdea029947,KUVI,WETH,2026-05-11T03:20:25+00:00,78.03714118333333,1.3006190197222223,59939.69,148830.0,148830.0,2.482995824636397,2.482995824636397,1.488e-06,6547.79,173707.15,226553.17,226553.17,3.779685380421554,23,59,23,59,472,1020,596,1310,1492,1906,0.3163538873994638,23,472,596,0.02,91.48,1394.0,1394.0,,"{""baseToken"":{""address"":""0x2d296830975789E8C0Bf5bfCc9982D331A07DB07"",""name"":""KUVI AI"",""symbol"":""KUVI""},""chainId"":""base"",""dexId"":""uniswap"",""fdv"":148830,""info"":{""header"":""https://cdn.dexscreener.com/cms/images/OPJzOkyBSE-t141i?width=1500&height=500&quality=95&format=auto"",""imageUrl"":""https://cdn.dexscreener.com/cms/images/kVHajZpNztXTHWKT?width=800&height=800&quality=95&format=auto"",""openGraph"":""https://cdn.dexscreener.com/token-images/og/base/0x2d296830975789e8c0bf5bfcc9982d331a07db07?timestamp=1778474400000"",""socials"":[{""type"":""twitter"",""url"":""https://x.com/meetkuviai""}],""websites"":[]},""labels"":[""v4""],""liquidity"":{""base"":22485120803,""quote"":11.3451,""usd"":59939.69},""marketCap"":148830,""pairAddress"":""0x45724d20f2711c24065fe4fbc451438cbe680a17bb1703e9afd6b6fdea029947"",""pairCreatedAt"":1778469625000,""priceChange"":{""h1"":91.48,""h24"":1394,""h6"":1394,""m5"":0.02},""priceNative"":""0.0000000006377"",""priceUsd"":""0.000001488"",""quoteToken"":{""address"":""0x4200000000000000000000000000000000000006"",""name"":""Wrapped Ether"",""symbol"":""WETH""},""txns"":{""h1"":{""buys"":472,""sells"":1020},""h24"":{""buys"":596,""sells"":1310},""h6"":{""buys"":596,""sells"":1310},""m5"":{""buys"":23,""sells"":59}},""url"":""https://dexscreener.com/base/0x45724d20f2711c24065fe4fbc451438cbe680a17bb1703e9afd6b6fdea029947"",""volume"":{""h1"":173707.15,""h24"":226553.17,""h6"":226553.17,""m5"":6547.79}}",2026-05-11T04:38:27+00:00
base:0xbb59c9757dca33217588c427aa5d7aa9e2d3c010e9f23f2f78af50735b5533ab,0x8be807073C8b9831cB4afe98CDb407E8B7896Ba3,base,uniswap,0xbb59c9757dca33217588c427aa5d7aa9e2d3c010e9f23f2f78af50735b5533ab,AGENT,WETH,2026-02-18T08:13:23+00:00,117865.07047451666,1964.4178412419444,23539.73,23502.0,23502.0,0.9983971778775712,0.9983971778775712,2.35e-07,0.0,0.0,0.0,45.03,0.0019129361296837306,0,0,0,0,0,0,0,1,0,1,,0,0,0,,,,,,"{""baseToken"":{""address"":""0x8be807073C8b9831cB4afe98CDb407E8B7896Ba3"",""name"":""Agent"",""symbol"":""AGENT""},""chainId"":""base"",""dexId"":""uniswap"",""fdv"":23502,""labels"":[""v4""],""liquidity"":{""base"":99801519026,""quote"":0.03642,""usd"":23539.73},""marketCap"":23502,""pairAddress"":""0xbb59c9757dca33217588c427aa5d7aa9e2d3c010e9f23f2f78af50735b5533ab"",""pairCreatedAt"":1771402403000,""priceChange"":{},""priceNative"":""0.0000000001008"",""priceUsd"":""0.0000002350"",""quoteToken"":{""address"":""0x4200000000000000000000000000000000000006"",""name"":""Wrapped Ether"",""symbol"":""WETH""},""txns"":{""h1"":{""buys"":0,""sells"":0},""h24"":{""buys"":0,""sells"":1},""h6"":{""buys"":0,""sells"":0},""m5"":{""buys"":0,""sells"":0}},""url"":""https://dexscreener.com/base/0xbb59c9757dca33217588c427aa5d7aa9e2d3c010e9f23f2f78af50735b5533ab"",""volume"":{""h1"":0,""h24"":45.03,""h6"":0,""m5"":0}}",2026-05-11T04:38:27+00:00
base:0x1357c95a23fd64e817cd89eecea20f14c9d408aeb09f0ba56afa401d1fc68d0f,0x6e06306D196aCad2D5f6D9F5585d5DE2A7482d28,base,uniswap,0x1357c95a23fd64e817cd89eecea20f14c9d408aeb09f0ba56afa401d1fc68d0f,SESSY,WETH,2026-05-11T07:13:11+00:00,85.25009518333333,1.420834919722222,62490.92,139779.0,139779.0,2.2367889607002107,2.2367889607002107,1.397e-05,43064.83,246561.87,295757.84,295757.84,4.732813023075993,51,37,51,37,397,289,551,437,686,988,0.5787172011661808,51,397,551,29.81,355.0,1362.0,1362.0,,"{""baseToken"":{""address"":""0x6e06306D196aCad2D5f6D9F5585d5DE2A7482d28"",""name"":""SESSY"",""symbol"":""SESSY""},""chainId"":""base"",""dexId"":""uniswap"",""fdv"":139779,""info"":{""header"":""https://cdn.dexscreener.com/cms/images/wmhrnGi2pj_b8hSh?width=1500&height=500&quality=95&format=auto"",""imageUrl"":""https://cdn.dexscreener.com/cms/images/2g5E1PIfEA4c0S-6?width=800&height=800&quality=95&format=auto"",""openGraph"":""https://cdn.dexscreener.com/token-images/og/base/0x6e06306d196acad2d5f6d9f5585d5de2a7482d28?timestamp=1778488800000"",""socials"":[{""type"":""twitter"",""url"":""https://x.com/marckohlbrugge/status/2053558027958239393""}],""websites"":[{""label"":""Website"",""url"":""https://github.com/marckohlbrugge/sessy""}]},""labels"":[""v4""],""liquidity"":{""base"":2578035996,""quote"":11.3436,""usd"":62490.92},""marketCap"":139779,""pairAddress"":""0x1357c95a23fd64e817cd89eecea20f14c9d408aeb09f0ba56afa401d1fc68d0f"",""pairCreatedAt"":1778483591000,""priceChange"":{""h1"":355,""h24"":1362,""h6"":1362,""m5"":29.81},""priceNative"":""0.000000005993"",""priceUsd"":""0.00001397"",""quoteToken"":{""address"":""0x4200000000000000000000000000000000000006"",""name"":""Wrapped Ether"",""symbol"":""WETH""},""txns"":{""h1"":{""buys"":397,""sells"":289},""h24"":{""buys"":551,""sells"":437},""h6"":{""buys"":551,""sells"":437},""m5"":{""buys"":51,""sells"":37}},""url"":""https://dexscreener.com/base/0x1357c95a23fd64e817cd89eecea20f14c9d408aeb09f0ba56afa401d1fc68d0f"",""volume"":{""h1"":246561.87,""h24"":295757.84,""h6"":295757.84,""m5"":43064.83}}",2026-05-11T08:38:26+00:00
base:0x93e7c445d77E6506b77C869C469e4305c15c075B,0x10c56F005a379f8eAfc88ff5c3f40d30F0031AC9,base,uniswap,0x93e7c445d77E6506b77C869C469e4305c15c075B,SR,VIRTUAL,2026-04-06T11:12:31+00:00,50245.91676185,837.4319460308333,321577.86,9191830.0,9191830.0,28.583528729247718,28.583528729247718,0.009191,769.79,31639.27,58433.67,233912.84,0.727390996382649,5,3,5,3,63,37,832,466,100,1298,0.63,5,63,832,0.92,-7.22,7.94,10.49,,"{""baseToken"":{""address"":""0x10c56F005a379f8eAfc88ff5c3f40d30F0031AC9"",""name"":""Strike Robot"",""symbol"":""SR""},""boosts"":{""active"":10},""chainId"":""base"",""dexId"":""uniswap"",""fdv"":9191830,""info"":{""header"":""https://cdn.dexscreener.com/cms/images/xaitxUi1I2Nam4S5?width=1500&height=500&quality=95&format=auto"",""imageUrl"":""https://cdn.dexscreener.com/cms/images/LLJfqC399vHTRkUY?width=800&height=800&quality=95&format=auto"",""openGraph"":""https://cdn.dexscreener.com/token-images/og/base/0x10c56f005a379f8eafc88ff5c3f40d30f0031ac9?timestamp=1778488800000"",""socials"":[{""type"":""twitter"",""url"":""https://x.com/StrikeRobot_ai""}],""websites"":[{""label"":""Website"",""url"":""https://strikerobot.ai/""},{""label"":""Docs"",""url"":""https://strikerobot.gitbook.io/strikerobot""},{""label"":""Github"",""url"":""https://github.com/orgs/StrikeRobot/repositories""}]},""labels"":[""v2""],""liquidity"":{""base"":17492715,""quote"":183948,""usd"":321577.86},""marketCap"":9191830,""pairAddress"":""0x93e7c445d77E6506b77C869C469e4305c15c075B"",""pairCreatedAt"":1775473951000,""priceChange"":{""h1"":-7.22,""h24"":10.49,""h6"":7.94,""m5"":0.92},""priceNative"":""0.01051"",""priceUsd"":""0.009191"",""quoteToken"":{""address"":""0x0b3e328455c4059EEb9e3f84b5543F74E24e7E1b"",""name"":""Virtual Protocol"",""symbol"":""VIRTUAL""},""txns"":{""h1"":{""buys"":63,""sells"":37},""h24"":{""buys"":832,""sells"":466},""h6"":{""buys"":187,""sells"":111},""m5"":{""buys"":5,""sells"":3}},""url"":""https://dexscreener.com/base/0x93e7c445d77e6506b77c869c469e4305c15c075b"",""volume"":{""h1"":31639.27,""h24"":233912.84,""h6"":58433.67,""m5"":769.79}}",2026-05-11T08:38:26+00:00
base:0x63267a8794e31e49907652682430fe2213cc2465745f6b7eea92c16c84fbb933,0xA448d40f6793773938A6B7427091c35676899125,base,uniswap,0x63267a8794e31e49907652682430fe2213cc2465745f6b7eea92c16c84fbb933,MLTL,flETH,2026-01-31T04:10:05+00:00,144268.35009518336,2404.472501586389,18893.35,21273.0,21273.0,1.1259517237546546,1.1259517237546546,2.184e-07,0.0,0.0,0.0,9.59,0.0005075860024823549,0,0,0,0,0,0,0,3,0,3,,0,0,0,,,,1.18,,"{""baseToken"":{""address"":""0xA448d40f6793773938A6B7427091c35676899125"",""name"":""Moltlaunch"",""symbol"":""MLTL""},""chainId"":""base"",""dexId"":""uniswap"",""fdv"":21273,""info"":{""header"":""https://cdn.dexscreener.com/cms/images/xTuKsEVHV6JdVbeV?width=1500&height=500&quality=95&format=auto"",""imageUrl"":""https://cdn.dexscreener.com/cms/images/7T-_TukZtJ5NbETG?width=800&height=800&quality=95&format=auto"",""openGraph"":""https://cdn.dexscreener.com/token-images/og/base/0xa448d40f6793773938a6b7427091c35676899125?timestamp=1778488800000"",""socials"":[{""type"":""twitter"",""url"":""https://x.com/moltlaunch""}],""websites"":[{""label"":""Website"",""url"":""https://moltlaunch.com""},{""label"":""Docs"",""url"":""https://moltlaunch.com/skill.md""}]},""labels"":[""v4""],""liquidity"":{""base"":63533330164,""quote"":2.1271,""usd"":18893.35},""marketCap"":21273,""pairAddress"":""0x63267a8794e31e49907652682430fe2213cc2465745f6b7eea92c16c84fbb933"",""pairCreatedAt"":1769832605000,""priceChange"":{""h24"":1.18},""priceNative"":""0.00000000009263"",""priceUsd"":""0.0000002184"",""quoteToken"":{""address"":""0x000000000D564D5be76f7f0d28fE52605afC7Cf8"",""name"":""flETH"",""symbol"":""flETH""},""txns"":{""h1"":{""buys"":0,""sells"":0},""h24"":{""buys"":0,""sells"":3},""h6"":{""buys"":0,""sells"":0},""m5"":{""buys"":0,""sells"":0}},""url"":""https://dexscreener.com/base/0x63267a8794e31e49907652682430fe2213cc2465745f6b7eea92c16c84fbb933"",""volume"":{""h1"":0,""h24"":9.59,""h6"":0,""m5"":0}}",2026-05-11T08:38:26+00:00
